mac_fill,age_score,flood_pressure
1.5,0.0,0.136
1.5,0.0,0.138
1.5,0.0,0.135
1.5,0.0,0.138
1.5,0.0,0.14
1.5,0.0,0.143
1.5,0.0,0.145
1.5,0.0,0.147
1.5,0.0,0.149
1.5,0.0,0.152
1.5,0.0,0.154
1.5,0.0,0.156
1.5,0.0,0.159
1.5,0.0,0.161
1.5,0.0,0.163
1.5,0.0,0.166
1.5,0.0,0.168
1.5,0.0,0.171
1.5,0.0,0.173
1.5,0.0,0.176
1.5,0.0,0.178
1.5,0.0,0.181
1.5,0.0,0.183
1.5,0.0,0.186
1.5,0.0,0.188
1.5,0.0,0.191
1.5,0.0,0.194
1.5,0.0,0.197
1.5,0.0,0.199
1.5,0.0,0.202
1.5,0.0,0.204
1.5,0.0,0.207
1.5,0.0,0.168
1.5,0.0,0.17
1.5,0.0,0.172
1.5,0.0,0.175
1.5,0.0,0.177
1.5,0.0,0.179
1.5,0.0,0.181
1.5,0.0,0.184
1.5,0.0,0.186
1.5,0.0,0.189
1.5,0.0,0.176
1.5,0.0,0.179
1.5,0.0,0.182
1.5,0.0,0.185
1.5,0.0,0.188
1.5,0.0,0.189
1.5,0.0,0.192
1.5,0.0,0.195
1.5,0.0,0.198
1.5,0.0,0.201
1.5,0.0,0.207
1.5,0.0,0.21
1.5,0.0,0.213
1.5,0.0,0.216
1.5,0.0,0.219
1.5,0.0,0.222
1.5,0.0,0.224
1.5,0.0,0.227
1.5,0.0,0.231
1.5,0.0,0.234
1.6,0.062,0.195
1.6,0.0,0.198
1.6,0.0,0.2
1.6,0.0,0.203
1.6,0.0,0.206
1.6,0.0,0.207
1.6,0.0,0.21
1.6,0.0,0.213
1.6,0.0,0.216
1.6,0.0,0.219
1.6,0.0,0.219
1.6,0.0,0.222
1.6,0.0,0.225
1.6,0.0,0.228
1.6,0.0,0.232
1.6,0.0,0.233
1.6,0.0,0.236
1.6,0.0,0.24
1.6,0.0,0.243
1.6,0.0,0.237
1.6,0.0,0.241
1.6,0.0,0.244
1.6,0.0,0.247
1.6,0.0,0.251
1.6,0.0,0.254
1.6,0.0,0.255
1.6,0.0,0.259
1.6,0.0,0.262
1.6,0.0,0.265
1.6,0.0,0.252
1.6,0.0,0.254
1.6,0.0,0.257
1.6,0.0,0.259
1.6,0.0,0.262
1.6,0.0,0.264
1.6,0.0,0.267
1.6,0.0,0.269
1.6,0.0,0.272
1.6,0.0,0.275
1.6,0.0,0.274
1.6,0.0,0.276
1.6,0.0,0.279
1.6,0.0,0.281
1.6,0.0,0.284
1.6,0.0,0.286
1.6,0.0,0.29
1.6,0.0,0.293
1.6,0.0,0.296
1.6,0.0,0.3
1.6,0.0,0.301
1.6,0.0,0.304
1.6,0.0,0.307
1.6,0.0,0.31
1.6,0.0,0.313
1.6,0.0,0.316
1.6,0.0,0.319
1.6,0.0,0.321
1.6,0.0,0.324
1.6,0.0,0.328
1.6,0.0,0.316
1.6,0.0,0.32
1.6,0.0,0.324
1.6,0.0,0.327
1.6,0.0,0.33
1.6,0.0,0.333
1.6,0.0,0.335
1.6,0.0,0.339
1.6,0.0,0.341
1.6,0.0,0.345
1.6,0.0,0.335
1.6,0.0,0.339
1.6,0.0,0.341
1.6,0.0,0.345
1.6,0.0,0.348
1.6,0.0,0.349
1.6,0.0,0.352
1.6,0.0,0.356
1.6,0.0,0.359
1.6,0.0,0.362
1.6,0.0,0.366
1.6,0.0,0.369
1.6,0.0,0.372
1.6,0.0,0.376
1.6,0.0,0.379
1.6,0.0,0.383
1.6,0.0,0.386
1.6,0.0,0.389
1.6,0.0,0.393
1.6,0.0,0.387
1.6,0.0,0.39
1.6,0.0,0.393
1.6,0.0,0.396
1.6,0.0,0.399
1.6,0.0,0.401
1.6,0.0,0.404
1.6,0.0,0.408
1.6,0.0,0.41
1.6,0.0,0.413
1.6,0.0,0.41
1.6,0.0,0.413
1.6,0.0,0.416
1.6,0.0,0.419
1.6,0.0,0.422
1.6,0.0,0.424
1.6,0.0,0.427
1.6,0.0,0.431
1.6,0.0,0.434
1.6,0.0,0.438
1.5,0.0,0.404
1.5,0.0,0.407
1.5,0.0,0.41
1.5,0.0,0.414
1.5,0.0,0.417
1.5,0.0,0.42
1.5,0.0,0.424
1.5,0.0,0.427
1.5,0.0,0.43
1.5,0.0,0.434
1.5,0.0,0.437
1.5,0.0,0.44
1.5,0.0,0.444
1.5,0.0,0.447
1.5,0.0,0.45
1.4,0.0,0.418
1.4,0.0,0.421
1.4,0.0,0.425
1.4,0.0,0.428
1.4,0.0,0.431
1.4,0.0,0.435
1.4,0.0,0.438
1.4,0.0,0.441
1.4,0.0,0.445
1.4,0.0,0.448
1.4,0.0,0.451
1.4,0.0,0.455
1.4,0.0,0.458
1.4,0.0,0.461
1.4,0.0,0.465
1.4,0.0,0.468
1.4,0.0,0.471
1.4,0.0,0.475
1.4,0.0,0.478
1.4,0.071,0.41
1.4,0.0,0.413
1.4,0.0,0.416
1.4,0.0,0.42
1.4,0.0,0.423
1.4,0.0,0.43
1.4,0.0,0.433
1.4,0.0,0.436
1.4,0.0,0.44
1.4,0.0,0.443
1.4,0.0,0.446
1.4,0.0,0.45
1.4,0.0,0.453
1.4,0.0,0.456
1.4,0.0,0.46
1.4,0.0,0.463
1.4,0.0,0.418
1.4,0.0,0.422
1.4,0.0,0.425
1.4,0.0,0.428
1.4,0.0,0.432
1.4,0.0,0.435
1.4,0.0,0.438
1.4,0.0,0.442
1.4,0.0,0.445
1.4,0.0,0.407
1.4,0.0,0.41
1.4,0.0,0.414
1.4,0.0,0.417
1.4,0.0,0.42
1.4,0.0,0.421
1.4,0.0,0.425
1.4,0.0,0.428
1.4,0.0,0.431
1.4,0.0,0.397
1.4,0.0,0.401
1.4,0.0,0.404
1.4,0.0,0.406
1.4,0.0,0.409
1.4,0.0,0.41
1.4,0.0,0.413
1.4,0.0,0.417
1.4,0.0,0.42
1.4,0.0,0.422
1.5,0.067,0.282
1.5,0.0,0.284
1.4,0.0,0.235
1.4,0.0,0.239
1.4,0.0,0.24
1.4,0.0,0.239
1.4,0.0,0.242
1.4,0.0,0.244
1.4,0.0,0.247
1.4,0.0,0.25
1.5,0.067,0.233
1.5,0.0,0.236
1.5,0.0,0.239
1.5,0.0,0.241
1.5,0.0,0.244
1.5,0.0,0.243
1.5,0.0,0.246
1.5,0.0,0.249
1.5,0.0,0.252
1.5,0.0,0.255
1.5,0.0,0.244
1.5,0.0,0.248
1.5,0.0,0.25
1.5,0.0,0.257
1.4,0.0,0.206
1.4,0.0,0.205
1.4,0.0,0.207
1.4,0.0,0.211
1.4,0.0,0.214
1.4,0.0,0.217
1.4,0.0,0.156
1.4,0.0,0.156
1.4,0.0,0.158
1.4,0.0,0.16
1.4,0.0,0.162
1.4,0.0,0.165
1.4,0.0,0.167
1.4,0.0,0.169
1.4,0.0,0.171
1.4,0.0,0.173
1.5,0.067,0.09
1.5,0.0,0.092
1.5,0.0,0.094
1.5,0.0,0.096
1.5,0.0,0.098
1.5,0.0,0.098
1.5,0.0,0.1
1.5,0.0,0.103
1.5,0.0,0.106
1.5,0.0,0.109
1.5,0.0,0.104
1.5,0.0,0.107
1.5,0.0,0.109
1.5,0.0,0.112
1.5,0.0,0.114
1.5,0.0,0.116
1.5,0.0,0.118
1.5,0.0,0.121
1.5,0.0,0.123
1.5,0.0,0.126
1.6,0.062,0.108
1.6,0.0,0.11
1.6,0.0,0.112
1.6,0.0,0.115
1.6,0.0,0.116
1.6,0.0,0.119
1.6,0.0,0.12
1.6,0.0,0.123
1.6,0.0,0.124
1.8,0.111,0.106
1.8,0.0,0.108
1.8,0.0,0.11
1.8,0.0,0.112
1.8,0.0,0.115
1.8,0.0,0.116
1.8,0.0,0.118
1.8,0.0,0.12
1.8,0.0,0.123
1.8,0.0,0.125
1.8,0.0,0.111
1.8,0.0,0.113
1.8,0.0,0.115
1.8,0.0,0.117
1.8,0.0,0.12
1.8,0.0,0.119
1.8,0.0,0.122
1.8,0.0,0.124
1.8,0.0,0.127
1.8,0.0,0.129
1.8,0.0,0.113
1.8,0.0,0.114
1.8,0.0,0.117
1.8,0.0,0.119
1.8,0.0,0.122
1.8,0.0,0.121
1.8,0.0,0.123
1.8,0.0,0.125
1.8,0.0,0.128
1.8,0.0,0.134
1.8,0.0,0.068
1.8,0.0,0.07
1.8,0.0,0.072
1.8,0.0,0.075
1.8,0.0,0.077
1.8,0.0,0.078
1.8,0.0,0.08
1.8,0.0,0.083
1.8,0.0,0.086
1.8,0.0,0.089
1.8,0.0,0.09
1.8,0.0,0.092
1.8,0.0,0.095
1.8,0.0,0.098
1.8,0.0,0.101
1.8,0.0,0.103
1.8,0.0,0.105
1.8,0.0,0.108
1.8,0.0,0.111
1.8,0.0,0.114
1.8,0.0,0.114
1.8,0.0,0.117
1.8,0.0,0.12
1.8,0.0,0.123
1.8,0.0,0.126
1.8,0.0,0.127
1.8,0.0,0.13
1.8,0.0,0.133
1.8,0.0,0.136
1.8,0.0,0.139
1.8,0.0,0.138
1.8,0.0,0.141
1.8,0.0,0.144
1.8,0.0,0.146
1.9,0.053,0.136
1.9,0.0,0.138
1.9,0.0,0.14
1.9,0.0,0.143
1.9,0.0,0.146
1.9,0.0,0.149
1.9,0.0,0.135
1.9,0.0,0.138
1.9,0.0,0.142
1.9,0.0,0.145
1.9,0.0,0.148
1.9,0.0,0.149
1.9,0.0,0.153
1.9,0.0,0.156
1.9,0.0,0.159
1.9,0.0,0.163
1.9,0.0,0.14
2.0,0.05,0.119
2.0,0.0,0.122
2.0,0.0,0.125
2.0,0.0,0.128
2.0,0.0,0.128
2.0,0.0,0.131
2.0,0.0,0.134
2.0,0.0,0.137
2.0,0.0,0.134
2.0,0.0,0.137
2.0,0.0,0.139
2.0,0.0,0.142
2.0,0.0,0.145
2.0,0.0,0.147
2.0,0.0,0.149
2.0,0.0,0.152
2.0,0.0,0.154
2.0,0.0,0.157
2.1,0.048,0.14
2.1,0.0,0.143
2.1,0.0,0.145
2.1,0.0,0.148
2.1,0.0,0.151
2.1,0.0,0.152
2.1,0.0,0.155
2.1,0.0,0.158
2.1,0.0,0.16
2.1,0.0,0.163
2.1,0.0,0.16
2.1,0.0,0.163
2.1,0.0,0.167
2.1,0.0,0.17
2.1,0.0,0.172
2.1,0.0,0.177
2.1,0.0,0.18
2.1,0.0,0.183
2.1,0.0,0.187
2.1,0.0,0.19
2.1,0.0,0.167
2.1,0.0,0.169
2.1,0.0,0.172
2.1,0.0,0.175
2.1,0.0,0.177
2.1,0.0,0.179
2.1,0.0,0.182
2.1,0.0,0.185
2.1,0.0,0.187
2.1,0.0,0.19
2.1,0.0,0.193
2.1,0.0,0.195
2.1,0.0,0.198
2.1,0.0,0.201
2.1,0.0,0.203
2.1,0.0,0.206
2.1,0.0,0.209
2.1,0.0,0.212
2.1,0.0,0.214
2.1,0.0,0.217
2.1,0.0,0.22
2.1,0.0,0.222
2.1,0.0,0.225
2.1,0.0,0.228
2.1,0.0,0.23
2.1,0.0,0.233
2.1,0.0,0.235
2.1,0.0,0.238
2.1,0.0,0.241
2.1,0.0,0.243
2.1,0.0,0.24
2.1,0.0,0.243
2.1,0.0,0.246
2.1,0.0,0.249
2.1,0.0,0.251
2.1,0.0,0.253
2.1,0.0,0.256
2.1,0.0,0.259
2.1,0.0,0.261
2.1,0.0,0.264
2.1,0.0,0.26
2.1,0.0,0.262
2.1,0.0,0.265
2.1,0.0,0.267
2.1,0.0,0.27
2.1,0.0,0.272
2.1,0.0,0.275
2.1,0.0,0.277
2.1,0.0,0.28
2.1,0.0,0.283
2.2,0.045,0.27
2.2,0.0,0.272
2.2,0.0,0.274
2.2,0.0,0.277
2.2,0.0,0.279
2.2,0.0,0.281
2.2,0.0,0.283
2.2,0.0,0.286
2.2,0.0,0.288
2.2,0.0,0.268
2.2,0.0,0.27
2.2,0.0,0.273
2.2,0.0,0.275
2.2,0.0,0.278
2.1,0.0,0.245
2.1,0.0,0.248
2.1,0.0,0.249
2.1,0.0,0.252
2.1,0.0,0.254
2.1,0.0,0.246
2.1,0.0,0.248
2.1,0.0,0.25
2.1,0.0,0.252
2.1,0.0,0.254
2.1,0.0,0.257
2.1,0.0,0.259
2.1,0.0,0.261
2.1,0.0,0.263
2.1,0.0,0.265
2.1,0.0,0.252
2.1,0.0,0.254
2.1,0.0,0.256
2.1,0.0,0.262
2.1,0.0,0.264
2.1,0.0,0.264
2.1,0.0,0.266
2.1,0.0,0.268
2.1,0.0,0.27
2.1,0.0,0.272
2.1,0.0,0.274
2.1,0.0,0.276
2.2,0.045,0.266
2.2,0.0,0.268
2.2,0.0,0.271
2.2,0.0,0.272
2.2,0.0,0.275
2.2,0.0,0.277
2.2,0.0,0.28
2.2,0.0,0.282
2.2,0.0,0.259
2.2,0.0,0.262
2.2,0.0,0.264
2.2,0.0,0.267
2.2,0.0,0.269
2.2,0.0,0.27
2.2,0.0,0.273
2.2,0.0,0.275
2.2,0.0,0.253
2.2,0.0,0.256
2.2,0.0,0.224
2.2,0.0,0.227
2.2,0.0,0.229
2.2,0.0,0.232
2.2,0.0,0.234
2.2,0.0,0.235
2.2,0.0,0.238
2.2,0.0,0.24
2.2,0.0,0.242
2.2,0.0,0.245
2.2,0.0,0.224
2.2,0.0,0.227
2.2,0.0,0.23
2.2,0.0,0.233
2.2,0.0,0.235
2.2,0.0,0.235
2.2,0.0,0.238
2.2,0.0,0.24
2.2,0.0,0.243
2.2,0.0,0.245
2.2,0.0,0.247
2.2,0.0,0.249
2.2,0.0,0.252
2.2,0.0,0.254
2.2,0.0,0.256
2.2,0.0,0.259
2.2,0.0,0.261
2.2,0.0,0.264
2.2,0.0,0.266
2.2,0.0,0.268
2.2,0.0,0.257
2.2,0.0,0.26
2.2,0.0,0.261
2.2,0.0,0.264
2.2,0.0,0.266
2.2,0.0,0.268
2.2,0.0,0.27
2.2,0.0,0.272
2.2,0.0,0.274
2.2,0.0,0.277
2.2,0.0,0.273
2.2,0.0,0.276
2.2,0.0,0.277
2.2,0.0,0.28
2.2,0.0,0.281
2.2,0.0,0.284
2.2,0.0,0.285
2.2,0.0,0.288
2.2,0.0,0.289
2.2,0.0,0.265
2.2,0.0,0.267
2.2,0.0,0.269
2.2,0.0,0.271
2.2,0.0,0.277
2.2,0.0,0.278
2.2,0.0,0.28
2.2,0.0,0.282
2.2,0.0,0.285
2.2,0.0,0.286
2.2,0.0,0.28
2.2,0.0,0.282
2.2,0.0,0.285
2.2,0.0,0.286
2.2,0.0,0.288
2.2,0.0,0.29
2.2,0.0,0.292
2.2,0.0,0.294
2.1,0.0,0.263
2.0,0.0,0.227
2.0,0.0,0.229
2.0,0.0,0.231
2.0,0.0,0.233
2.0,0.0,0.235
2.0,0.0,0.238
2.0,0.0,0.24
2.0,0.0,0.242
2.0,0.0,0.244
2.0,0.0,0.247
2.0,0.0,0.249
2.0,0.0,0.252
2.0,0.0,0.254
2.0,0.0,0.256
2.0,0.0,0.259
2.0,0.0,0.261
2.0,0.0,0.263
2.0,0.0,0.266
2.0,0.0,0.268
2.0,0.0,0.27
2.0,0.0,0.273
2.0,0.0,0.275
2.0,0.0,0.277
2.0,0.0,0.279
2.0,0.0,0.282
2.0,0.0,0.284
2.0,0.0,0.286
1.9,0.0,0.251
1.9,0.0,0.253
1.9,0.0,0.255
1.9,0.0,0.258
1.9,0.0,0.231
1.9,0.0,0.233
1.9,0.0,0.235
1.9,0.0,0.237
1.9,0.0,0.239
1.9,0.0,0.24
1.9,0.0,0.242
1.9,0.0,0.245
1.9,0.0,0.247
1.9,0.0,0.249
1.9,0.0,0.252
1.9,0.0,0.254
1.9,0.0,0.256
2.1,0.095,0.228
2.1,0.0,0.23
2.1,0.0,0.233
2.1,0.0,0.235
2.1,0.0,0.237
2.1,0.0,0.24
2.1,0.0,0.242
2.1,0.0,0.244
2.1,0.0,0.247
2.1,0.0,0.25
2.1,0.0,0.252
2.1,0.0,0.254
2.1,0.0,0.256
2.1,0.0,0.259
2.1,0.0,0.261
2.1,0.0,0.264
2.1,0.0,0.266
2.1,0.0,0.247
2.1,0.0,0.249
2.1,0.0,0.251
2.1,0.0,0.253
1.9,0.0,0.178
1.9,0.0,0.181
1.9,0.0,0.184
1.9,0.0,0.186
1.9,0.0,0.188
1.9,0.0,0.179
1.9,0.0,0.182
1.9,0.0,0.184
1.9,0.0,0.186
1.9,0.0,0.188
1.9,0.0,0.189
1.9,0.0,0.191
1.9,0.0,0.193
1.9,0.0,0.196
1.9,0.0,0.198
1.8,0.0,0.13
1.8,0.0,0.132
1.8,0.0,0.135
1.8,0.0,0.136
1.8,0.0,0.139
1.8,0.0,0.14
1.8,0.0,0.143
1.8,0.0,0.145
1.8,0.0,0.147
1.8,0.0,0.149
1.9,0.053,0.113
1.9,0.0,0.115
1.9,0.0,0.117
1.9,0.0,0.119
1.9,0.0,0.122
1.9,0.0,0.123
1.9,0.0,0.126
1.9,0.0,0.128
1.9,0.0,0.131
1.9,0.0,0.133
1.9,0.0,0.136
1.9,0.0,0.138
1.9,0.0,0.141
1.9,0.0,0.143
1.9,0.0,0.146
1.9,0.0,0.148
1.9,0.0,0.151
1.9,0.0,0.154
1.9,0.0,0.155
1.9,0.0,0.158
1.9,0.0,0.157
1.9,0.0,0.16
1.9,0.0,0.162
1.9,0.0,0.165
1.9,0.0,0.167
1.9,0.0,0.169
1.9,0.0,0.172
1.9,0.0,0.175
1.9,0.0,0.177
1.9,0.0,0.179
1.9,0.0,0.144
1.9,0.0,0.146
1.9,0.0,0.149
1.9,0.0,0.151
1.9,0.0,0.153
1.9,0.0,0.154
1.9,0.0,0.156
1.9,0.0,0.158
1.9,0.0,0.16
1.9,0.0,0.162
1.9,0.0,0.139
1.9,0.0,0.141
1.9,0.0,0.143
1.9,0.0,0.145
1.9,0.0,0.147
1.9,0.0,0.152
1.9,0.0,0.154
1.9,0.0,0.156
1.9,0.0,0.158
1.9,0.0,0.16
1.9,0.0,0.13
1.9,0.0,0.132
1.9,0.0,0.134
1.9,0.0,0.136
1.9,0.0,0.138
1.9,0.0,0.139
1.9,0.0,0.141
1.9,0.0,0.143
1.9,0.0,0.145
1.9,0.0,0.136
1.9,0.0,0.138
1.9,0.0,0.14
1.9,0.0,0.142
